title,company,location,date,summary,url
Environmental Scientist,ERA Environmental Management Solutions,"Montréal, QC",30+ days ago,"Data entry:. Environmental Scientist – Entry Level Position. Our software is created by inventive, passionate environmental scientists....",https://www.indeed.ca//pagead/clk?mo=r&ad=-6NYlbfkN0ApSHlqJjtjFIJNlzYf5NpZsaYJ7eB6tgmEd_HePLBCNiO-UUpd450ebfMrv4MscHp840wUzLJlF2BzazHVpPhpXVzee7ALbs5jFWBTG26eYlVTfWg2W1e_4HZGZfnZkMz605XzGUnz1vLkTce3QtI3m5VPQjBzqNyIv4hJrjsn2gGUqlD7Iblt6t6Sp2d0bNAc0mWTQgdPhKu8ChwnTVoG6mbNiUE9HJ96WsrBz4ZXZAIOPB-kjJf1NGUhV4MOEuLTHFOrX2zOF-K9auwlLb_Q4gchbXdvDr4eOxOMoGlvDHSFbsjHWJsMBQam4ALnAdPX_76x5g486Fmr6aVRnLy9pBABhvBUEztQqgVwaQD7BEm4-4eFPVzC3PJwjdxJUZRTJsckXaxlHmDzqusRb9OgLLwc6LQWqFyZRlEvJ8UzHKa82Q_G70fU&p=4&fvj=1&vjs=3
Machine Learning Scientist (Manager at Venture-Funded Startup),TandemLaunch,"Montréal, QC",30+ days ago,We are looking for a Data Scientist interested in an early-career management role with either of these backgrounds:....,https://www.indeed.ca//pagead/clk?mo=r&ad=-6NYlbfkN0DDQ-wXDbja-50zJ4JYNsdB49_0PzS5kX4A_9dj3-qMVUvm2WfMTYngRGi_YmBmFyTeGdcIdG068gY1fxXZs_IzXH9FjObbqs1MVxv1iGlV1idLPn5n7zfd4n00w0F2CeExfxofdektbXoI10_eYH9sUhmbBInKPOSYgYKI_Iv1Tq81XPKSDQjn_g-IR45h8JiNWOYt8sdbL4ReJBY7e5cehVE7OspE3hSdDO5J7n3LKmzYpxlAlr0BvWVxLtb8MimM5NpptJA4oOxtp-yacmoKbBBhxM0ohFLIdwyIfInYq86D3sM768veR1DenbL3IxxLRY4f-aN4exyRp5TrGVIrjfZQhusaywxVX_V5FQCo_YLj02h-ev-5l_5-GrmPtBhnJHa7cSxarKl1mgckWlXVEouYebrFGR-rfX4Gvl5wstTPvomMvH972Azh8BVjPNNAlBQBL6197PtiGN-eAnhnra9Iz9tN8Wpfi0E3PuK3Nw==&p=5&fvj=1&vjs=3
Data Scientist,SPORTLOGiQ,"Montréal, QC",6 days ago,"As a Data Scientist, you will be a part of our highly talented research team, building our next generation advanced sport analytics platform....",https://www.indeed.ca//pagead/clk?mo=r&ad=-6NYlbfkN0AAp_mjGmWhN-vjwKGW2WFcpAvV1GQnDy6Bm2NLvvhH2zqrTegwsusm3Vl1XZFrtclIfDbcgHXzCBc1TBGfxSxSdD-K9Ncl_kDEgXFj3Z1W8EmDDxMYwhygD347mtdusfkKNbNJ9stt1te9_Y9a_cEO9NsPyNcf9NWsLXV7QyV8F8RP_-39mRv37GZVnkduii-LhcdFtsFD35h9APM4AKPiVBfIsZpckM1ED5pWyIoUy-cAzJZkpVRpfQqRbKLfBZUx_xLpHwpxnsT1VW9tgkZng9LvbVgub2imvenlxEtkEnvUHJBagWzKneYRzahQ1-ss9tQ20n-lsAIaZvIAk_1L2ssDp5-TtudoHpD1A4BmFNRIHZi5CCoc8Rq428BnX9ZzCBWY-up_CKe7ZE2YYHEHfYDVeBpbrpy9xufI18DFJw==&p=6&fvj=1&vjs=3
Scientifique de Données / Data Scientist,Square Enix Montréal,"Montréal, QC",30+ days ago,"Data Scientist. Clean, organise and explore large data sets; 2-5 years of data science/machine learning experience....",https://www.indeed.ca//rc/clk?jk=7b7488c6a502748d&fccid=f1c4e35cc4ebf53e&vjs=3
Scientifique de données RH / HR Data Scientist,Eidos Montréal,"Montréal, QC",30+ days ago,Title:HR Data Scientist. Develop processes to identify the most relevant data; Communicate the results through story-telling and data visualization....,https://www.indeed.ca//rc/clk?jk=f2b2643a44ebcc25&fccid=58085decd34c3cfe&vjs=3
"Data Scientist, E-commerce",Ubisoft,"Montréal, QC",15 days ago,"2+ years of experience as a data scientist. Full stack scientist. Data science platform. The most commons are SQL/HiveQL for data extraction, Python/Spark for...",https://www.indeed.ca//rc/clk?jk=f21e8f08ccab7216&fccid=237908de095b6446&vjs=3
Scientifique des données/ Data Scientist,CAE Inc.,"Montréal, QC",30+ days ago,To manipulate data and draw insights from large data sets. Develop custom data models and algorithms to apply to data sets....,https://www.indeed.ca//rc/clk?jk=110be841ad925a5c&fccid=b839f9af280b111f&vjs=3
Data Engineer / Data Scientist (Hybrid Role),Native Touch,"Montréal, QC",9 days ago,Solid understanding of analytics solutions such as data lakes and data warehouses. Experience working with both structured data as well as unstructured data....,https://www.indeed.ca//rc/clk?jk=f4ab218831ea01d4&fccid=2a91067b30e76f1a&vjs=3
Senior Data Scientist - NLP,DRW,"Montréal, QC",13 days ago,"Our Global Data Dynamics team is looking for a passionate, innovative senior data scientist to spearhead the efforts of implementing different products and...",https://www.indeed.ca//rc/clk?jk=376183f35729a0cc&fccid=d9e7c4d795860e0c&vjs=3
Data Scientist,Amp Me Inc.,"Montréal, QC",30+ days ago,"Solutions cover data warehouse, data marts, presentation visuals - reports, charts, dashboard and analytical models. Find and investigate data discrepancies....",https://www.indeed.ca//rc/clk?jk=4c49e0e6e655ec8a&fccid=fee0f81fe7fc8a94&vjs=3
Data Scientist.,Brain Finance,"Montréal, QC",30+ days ago,"As a Data Scientist, you will be working with teammates who are passionate, helpful, and strive to get the best out of Big Data . Job Description....",https://www.indeed.ca//rc/clk?jk=f00f3f5f9e899a5a&fccid=6f679e2241486aec&vjs=3
Data Visualization Specialist,ClipperData LLC,"West Island, QC",30+ days ago,"Work hand in hand with data scientists, engineers and other data professionals to show the impact of data products; Data cleaning and problem-solving....",https://www.indeed.ca//company/ClipperData-LLC/jobs/Data-Visualization-Specialist-2ae6921a8a7e80e4?fccid=2d62d05fefb51a37&vjs=3
Data Scientist (user research lab),Ubisoft,"Montréal, QC",17 days ago,"Ubisoft Montreal is looking for you, Data Scientists. On being a data scientist at Ubi Montreal. The daily life of a data scientist at Ubi Montreal....",https://www.indeed.ca//rc/clk?jk=efbc4edb1b49e848&fccid=237908de095b6446&vjs=3
"Junior Scientist, Analytical Development",Forbius Inc.,"Dorval, QC",30+ days ago,"Perform data trending and specification limit evaluation. Contribute to the planning, data analysis and report generation of stability studies....",https://www.indeed.ca//company/Forbius/jobs/Junior-Scientist-32fb6ded049560be?fccid=1b6ab7d2cb6f58c8&vjs=3
Data Scientist // Scientifique de données,SSENSE,"Montréal, QC",30+ days ago,"An integral part of the Data Science team, the Senior Data Scientist will play a key role in our fast growing organization, helping us discover and exploit data...",https://www.indeed.ca//rc/clk?jk=1d97188f2110c831&fccid=0ddad3766f834b33&vjs=3
Senior data scientist (Montreal),Intact,"Montréal, QC",30+ days ago,"Help maintain our data mining tools and platforms. Are you passionate about advanced analytics and Big Data? With offices in downtown Toronto and Montreal, the...",https://www.indeed.ca//rc/clk?jk=5bf416548314e910&fccid=be7195d2ebb48351&vjs=3
Data Scientist,SPORTLOGiQ,"Montréal, QC",13 days ago,"As a Data Scientist, you will be a part of our highly talented research team, building our next generation advanced sport analytics platform....",https://www.indeed.ca//pagead/clk?mo=r&ad=-6NYlbfkN0AAp_mjGmWhN-vjwKGW2WFcpAvV1GQnDy6Bm2NLvvhH2zqrTegwsusm3Vl1XZFrtclIfDbcgHXzCBc1TBGfxSxSdD-K9Ncl_kDEgXFj3Z1W8EmDDxMYwhygD347mtdusfkKNbNJ9stt1te9_Y9a_cEO9NsPyNcf9NUDndA9eYsdQh2eNgMGRliEeh3p_ocZrMpdng0o1Xw8fGU8xF0sezy4-ar-ZPZgGcnHp3h73zEFU5In1b70LF-Z2HLeF-Co771I9-opiUizDaoxly94TVc5TgetGg2-xyrETu9vQUwTCFdddktQtPsid69Pjq0ZbZB7PfkgasG6YKU4To0YIKQxFsjEWNKK02zx2TGHbgEtnjo1imPY9IOqQu_mULvwOUerZ9qXhWwHmSXHHspJU1ao3jUZ2ebVeZ5y-i40-RIEIw==&p=1&fvj=1&vjs=3
Data Analyst & Reporting Specialist,StorageVault Canada Inc.,"Saint-Laurent, QC",30+ days ago,1-2 years experience as a data scientist or data analyst. Pull & analyze data from various sources to drive insight....,https://www.indeed.ca//pagead/clk?mo=r&ad=-6NYlbfkN0BWeIyX-apIGI9asRX8CvtwpLSfgIWguRLfoR40Ldyv2wW2d9pH1Dmizys6a0pAajMNJHO43jsTlhJvxWk8IeL5wtbWxto8j8l-112dwMxskFZr9NaGatwtaZoZiYo9WkspYr98YpPvyXiTe0N7zn_cUiWh4xAIiZVVsHyKnKS0zqqmrGLAM-E7is9nTmRyBQPB_pFFOoT-SCuh7X6BY-mnwOZKPAGs7vB27_vceWc7yN2PB2__WcFBOoTWJFNsc9AW_xhJC9DRHCUxe4w4h774QpiAa6bgq19yJHamP9f-qoEX-qO-elc4wRlwh8Zz1hgZxoyicv0Sj88upJatA4K5xqPLldf4MbWZ6kGgj-9z_UuWAt-znYndU93kze4Dq5Qy0QmatRe_aJOBBHcFOmo5n5yBo6Xk7ejS_Z53EX35RjW2VADEEle_4PEWqPX4bPY=&p=2&fvj=1&vjs=3
Speech/Data Scientist,Nuance,"Montréal, QC",30 days ago,Knowledge of statistical data analysis. Passionate about analyzing data to solve problems and improve systems. Company Overview / Présentation de l’entreprise:....,https://www.indeed.ca//pagead/clk?mo=r&ad=-6NYlbfkN0Bzin9QUkjw5S3uZgWvqXu5YKbu1M0ccIXCVaLi4ulGCsDq852yg6XJXtKDIAdbbKx8WaN0dQbyKlm-CTZKl8e-Q3y2yaIwuVGDUANRrIFlZJHU8OauDffMUij4N0Gd5wxQWGOOaBnDO3eqLU1b_KIJtCDVeqYfIi_Yj7rB-6OqP3le3vbCIsYS9x8h5FlzJ8DUcJB1po4yvcJwrSA__-d93_mUZvoqJX0-MHP6UkghupUCO3s9nK33mIgFGekUC9CC_p1h3isGb3DppuAPvBceMC4RBmc5MrTrdxaaVQeGxYqpoWLgjRLGxtFZ1QWO4bknfbcyMKBRHrIhtenuheNXEmfkNF9xqWCnKo_s4viFATU92D19P3NqlFxDyz0Fx1lxsOC1r01FjX7qLnrBn4ucFl0BxFbVd0NU9LvZ7z5thQQ72uPAh4JlZdfv98mmaz_wEnmFl2pHLZFSMtiYT_Ve24a0_DVGTfwDIDP_H-oBy88FBlhKZgaIKgTBJ_M5t-vdeYgYv7WgnG8gODsKdl9Gmw3uWK5VtvyDN-rTzN1w631AizoGktwEX71DI-fMGcxR3OnW2wcFCC8_cyj9aw_G2dgHC1HKB2O0Q8UXXZcXknJF-DbaYjv_&p=3&fvj=0&vjs=3
"Research Scientist, Google AI",Google,"Montréal, QC",30+ days ago,"From creating experiments and prototyping implementations to designing new learning algorithms, Research Scientists work on challenges in machine perception,...",https://www.indeed.ca//rc/clk?jk=cc1c77008b6edc66&fccid=a5b4499d9e91a5c6&vjs=3
Deep Learning and computer vision scientist,magicplan,"Montréal, QC",30+ days ago,"Generation and/or usage of synthetic data for Deep Learning,. Sensopia is looking for a talented deep learning / computer vision scientist to expand its...",https://www.indeed.ca//rc/clk?jk=f7e83f1f27468f8c&fccid=66c08c3d7ff97604&vjs=3
Food Scientist/Formulator,CERTICO BEVERAGES INC.,"Montréal, QC",24 days ago,"Knowledge and understanding of data science. Testing, recording, analyzing and summarizing research data. The Food Scientist will collaborate with project teams...",https://www.indeed.ca//company/CERTICO-BEVERAGES-INC./jobs/Food-Scientist-Formulator-25acd02571c06f61?fccid=3601b3bdf7ecfde6&vjs=3
Data Engineer & Scientist,Fiera Capital,"Montréal, QC",30+ days ago,"Proficiency with SQL and NoSQL data stores such as MongoDB, Cassandra or Redis. Your mission, should you choose to accept it; Main Accountabilities....",https://www.indeed.ca//rc/clk?jk=5ac1b83885edd69e&fccid=0ce5749371af3e7a&vjs=3
Data Scientist 3134353,Morgan Stanley,"Montréal, QC",23 days ago,"A Data Scientist in the space focuses on supporting Data Scientists and Quantitative Analysts through a variety of tools, as well as assisting in data...",https://www.indeed.ca//rc/clk?jk=1f6a4e9d9efdd5ac&fccid=0c39fb2c91742dcf&vjs=3
Principal Data Scientist - QuantumBlack,McKinsey & Company,"Montréal, QC",10 days ago,"As a Principal Data Scientist at QuantumBlack in Montreal, you will work with other Data Scientists, Data Engineers, Machine Learning Engineers, Designers and...",https://www.indeed.ca//rc/clk?jk=ee9b891b4417d623&fccid=6576e7250aa78c3c&vjs=3
Lead Data Scientist - NLP,DRW,"Montréal, QC",30+ days ago,"Our Flow-Equity team is looking for a passionate, innovative Data Scientist to spearhead the efforts of creating an equity trading model using NLP techniques....",https://www.indeed.ca//rc/clk?jk=383e180a66f0c75f&fccid=d9e7c4d795860e0c&vjs=3
Pharmacokinetic Scientist (US/CAN),Celerion,"Montréal, QC",9 days ago,"Data analysis and interpretation. The Pharmacokinetic Scientist will assist with pharmacokinetic data analysis, scientific interpretation of study results,...",https://www.indeed.ca//rc/clk?jk=554832b8cd51aa4b&fccid=b082f79c25a030cd&vjs=3
Senior Data Scientist,MavTek,"Montréal, QC",30+ days ago,"Senior Data Scientist. Data Intelligence - Big Query, AWS - Data ETL development. Minimum of 3+ years experience in the data science and data architecture field...",https://www.indeed.ca//rc/clk?jk=1dd0536d5306ce58&fccid=022978e5633eb365&vjs=3
Data Science Liaison,WITS Consulting,"Montréal, QC",7 months ago,The Data Science team is seeking a full time Data Science Liaison. Validate Data Science generated models and data sets to ensure they fit the need and are at...,https://www.indeed.ca//rc/clk?jk=ba83fd84fc039e9b&fccid=b3caf53102545144&vjs=3
Data Scientists - Deep Learning,Blue City Technology,"Montréal, QC",6 months ago,"Attention to detail, data accuracy, and quality of output. This job position requires a person to help the other team members in collecting data outside of the...",https://www.indeed.ca//company/Blue-City-Technology/jobs/Data-Scientist-570e38241895d62b?fccid=c16454835b0049d5&vjs=3
Computer Vision Scientist,wrnch,"Montréal, QC",20 days ago,It analyzes regular 2D RGB video and returns 3D motion data in real time. We are currently seeking a Computer Vision Scientist to help us to build out wrnchAI’s...,https://www.indeed.ca//rc/clk?jk=7dc19a700180c4d1&fccid=9b9ffffe581b0810&vjs=3
Senior Data Scientist,Canadian National Railway,"Montréal, QC",30+ days ago,Senior Data Scientist. Engineer data and/or support Data Engineers to ensure effective use of data and enable the desired statistical approach....,https://www.indeed.ca//rc/clk?jk=ce2ff88074a539d1&fccid=e396b9cc28927095&vjs=3
"Spécialistes Apprentissage Automatique / Machine Learning Specialists - Data Scientists, Montreal",Ericsson,"Montréal, QC",30+ days ago,"Then, you do want to join Ericsson’s global team of Data Scientists pushing the technology frontiers to automate, simplify and add new value through large and...",https://www.indeed.ca//rc/clk?jk=dca2486d20633ad1&fccid=82656d64a9a3e6a7&vjs=3
Applied Research Scientist (Machine Learning),InVivo AI,"Montréal, QC",3 days ago,"As an applied research scientist at InVivo AI, you'll join a growing team of researchers working at the forefront of machine learning for drug development....",https://www.indeed.ca//rc/clk?jk=48a844f6cb50d9f3&fccid=53f8f8a0dc4d7927&vjs=3
Enterprise- Data Scientist / Architect,Astra,"Montréal, QC",30+ days ago,"10+ years of experience in designing and implementing Data solutions like Data Warehouses, Data Lakes and data hubs....",https://www.indeed.ca//company/Astra/jobs/Enterprise-c21362bf3f29aedf?fccid=39ecf610c0f58dd9&vjs=3
