title,company,location,date,summary,url
Data Engineer Internship,IVADO Labs,"Montréal, QC",4 days ago,"Participate in the design, build, and productize complex data pipelines. You have some experience in Big Data (Hadoop, Spark, Hive)....",https://www.indeed.ca//rc/clk?jk=072ac6a081381281&fccid=2fc94816d368458b&vjs=3
Bioinformatician,DropGenie,"Montréal, QC",30+ days ago,Work closely with research scientists to identify computational requirements of various assays and discover more sophisticated descriptions of sequencing data...,https://www.indeed.ca//rc/clk?jk=7ed10eae67a10ef5&fccid=64552435cb18ff74&vjs=3
Senior Consultant,Rio Tinto,"Montréal, QC",30+ days ago,Data and value-driven – you will be able to understand and translate data into meaningful insights. It comprises a team of management consultants and data...,https://www.indeed.ca//rc/clk?jk=16a97d64887d3052&fccid=b1e4a7661b111d01&vjs=3
Laboratory Assistant - Environmental,Bureau Veritas Laboratories,"Saint-Laurent, QC",30+ days ago,Scanning worksheet with data into lims. Join our talented community of scientists and experts and apply today at http://bvlabs.com/careers/current-opportunities...,https://www.indeed.ca//rc/clk?jk=2be9e983eb25d1b1&fccid=fdd8787d3dc18c3e&vjs=3
Inspector - BVCC,Bureau Veritas Laboratories,"Saint-Laurent, QC",30+ days ago,"Join our talented community of scientists and experts and apply today! Labels sample containers with full and correct identifying data, including location of...",https://www.indeed.ca//rc/clk?jk=59ae0296cc35fd01&fccid=fdd8787d3dc18c3e&vjs=3
"SCIENTIFIQUE DÉVELOPPEMENT-DEVELOPMENT VALIDATION SCIENTIST,ANALYTICS",Groupe Parima,"Saint-Laurent, QC",30+ days ago,"Maintain accurate experimental records, instrument registers, and input analytical data. The Scientist in Development and Validation develops, improves and...",https://www.indeed.ca//company/Groupe-Parima/jobs/Scientifique-D%C3%A9veloppement-Development-Validation-Scientist-6a79eee19c04ce05?fccid=7b4ca9c668fa9950&vjs=3
Senior Software Engineer - Big Data,Hopper,"Montréal, QC",17 days ago,Experience with designing and building large scale data pipelines and data warehouses. Build highly scalable software to ensure data quality and data...,https://www.indeed.ca//rc/clk?jk=2ce548407d48686e&fccid=71eb96af97fae7e9&vjs=3
Analyste-programmeur de données - Data Programmer-Analyst,Gameloft,"Montréal, QC",28 days ago,"3+ years of experience as a data analyst, data scientist or data engineer. Proactively developing new technical processes to optimize data exploitation....",https://www.indeed.ca//rc/clk?jk=d55832125249f29a&fccid=7e0d9a513baca44d&vjs=3
Robotics/AI Research Developer – Mechatronics & Robotics,Samsung Research America,"Montréal, QC",30+ days ago,"Data analysis and software development experience with MATLAB, Numpy, etc. You will work with a team of research scientists and engineers tackling real-world...",https://www.indeed.ca//rc/clk?jk=29da6725b671f180&fccid=da3c7fed78dd1607&vjs=3
Lead AI Data Scientist,SITA,"Montréal, QC",30+ days ago,"ETL Analysis, Data Profiling, Data Quality Analysis, Data Quality Assessment, Source Data Analysis, Source to Target mapping)....",https://www.indeed.ca//rc/clk?jk=4c64a832789ed59a&fccid=d15de92e17e3987d&vjs=3
Product Manager,Hopper,"Montréal, QC",17 days ago,"Collaborate closely with data science to dive deep into our data to understand our users. Technical depth that allows you to communicate with, understand, and...",https://www.indeed.ca//rc/clk?jk=5d47420bd8ddb17f&fccid=71eb96af97fae7e9&vjs=3
SOFTWARE ENGINEER ML - INVESTMENTS,Nymbus Capital,"Montréal, QC",10 days ago,"Performing the data audit and data quality control, and explaining it to partners and clients; Forget “take the data and run”:....",https://www.indeed.ca//rc/clk?jk=fd705955cb6697fa&fccid=91b96e4c2a6de4c5&vjs=3
Senior Data Engineer,LogMeIn,"Montréal, QC",30+ days ago,"Build and deliver high quality data architecture to support Business Analysts, Data Scientists and customer reporting needs....",https://www.indeed.ca//rc/clk?jk=a799fab3a76e3462&fccid=b665f01429fa556c&vjs=3
"District Sales Manager - Montreal and Laval, Quebec",JUUL Labs,"Montréal, QC",7 days ago,Able to make data driven decisions. Proficiency with and willingness to learn new sales technology and data analytics....,https://www.indeed.ca//rc/clk?jk=d933af79ac31918b&fccid=6e0a19936820440f&vjs=3
Data Architect - Machine Learning,Groom & Associes,"Montréal, QC",22 days ago,"The Data Architect will support our software developers, database architects, data analysts and data scientists on data initiatives and will ensure optimal data...",https://www.indeed.ca//rc/clk?jk=1a5b83b33886ad80&fccid=8d08a26504cbffaa&vjs=3
"Scientist, Ligand Binding Assays",Altasciences,"Laval, QC",30+ days ago,"We are currently looking for a Scientist, to join our Ligand Binding Assays team. The Scientist & BPI is responsible for developing ligand binding assays to...",https://www.indeed.ca//rc/clk?jk=92f731fe1cad7281&fccid=31550857b098b0ad&vjs=3
"Senior Scientist, Ligand Binding Assays",Altasciences,"Laval, QC",30+ days ago,"We are currently looking for a Scientist, to join our Ligand Binding Assays team. The Senior Scientist is responsible to develop ligand binding assay to...",https://www.indeed.ca//rc/clk?jk=fa2495c8ea2e962c&fccid=31550857b098b0ad&vjs=3
"Product Manager, Merchant Risk",Shopify,"Montréal, QC",3 days ago,"You will work closely with world-class Data scientists, Engineers, and Product Managers. Communicate with Engineers and Data Scientist in technical details,...",https://www.indeed.ca//rc/clk?jk=1fb73bc75272ed30&fccid=d5a5824be27ba831&vjs=3
Senior Research Software Developer,McGill University,"Montréal, QC",14 days ago,Engage with researchers and their teams to build useful interoperability between tools and platforms to ensure effective data sharing of imaging data and beyond...,https://www.indeed.ca//rc/clk?jk=4e9be6c4762e5344&fccid=367ae0b0728910f4&vjs=3
Analyst at instrumentation - Chemistry,Bureau Veritas Laboratories,"Saint-Laurent, QC",7 days ago,If required Level II validate data. Ensure that quality control criteria are met for all reported data. Approve data generated (Level I validation) for which...,https://www.indeed.ca//rc/clk?jk=6589abaef608fa27&fccid=fdd8787d3dc18c3e&vjs=3
Research Software Developer,McGill University,"Montréal, QC",30+ days ago,"Participate in the establishment and implementation of information flow, data handling, database storage and data processing....",https://www.indeed.ca//rc/clk?jk=4b424d5182a1e12a&fccid=367ae0b0728910f4&vjs=3
Research Engineer (AI),Facebook,"Montréal, QC",30+ days ago,"Collaborate with Facebook AI Research (FAIR) Scientists to facilitate research that enables learning the semantics of data (images, video, text, audio, and...",https://www.indeed.ca//rc/clk?jk=c60f0f121b855106&fccid=1639254ea84748b5&vjs=3
Insights Expert,Canadian National Railway,"Montréal, QC",30+ days ago,"Supported by Data Scientists and external partners, continue learning of latest analytics (e.g. When required and supported by Data Scientists and Business...",https://www.indeed.ca//rc/clk?jk=4735f4aa1747e845&fccid=e396b9cc28927095&vjs=3
System Developer / Développeur de système,Unity Technologies,"Montréal, QC",1 day ago,Experience working with Data Engineer and Data Scientists. English description will follow. Vous êtes un développeur Unity passionné d'architecture et de...,https://www.indeed.ca//rc/clk?jk=b7a4fc764093856f&fccid=880e4714f2ad94a8&vjs=3
"Intern, Customer Success Offerings FY20-OPEX-INT-OFFER-Intern #4",Autodesk,"Montréal, QC",30+ days ago,"Our software is used by everyone - from design professionals, engineers and architects to digital scientists, students and hobbyists....",https://www.indeed.ca//rc/clk?jk=247fc1e04e208894&fccid=7136762d065a5ad7&vjs=3
Senior Software Engineer - Microservices,Hopper,"Montréal, QC",17 days ago,"Excelled in cross-functional teams, working fluidly with Product Managers, Data Scientists, Mobile Engineers, and other highly skilled specialists....",https://www.indeed.ca//rc/clk?jk=58d66093466507c4&fccid=71eb96af97fae7e9&vjs=3
Lead Software Engineer - Big Data,Hopper,"Montréal, QC",17 days ago,"Experience with designing and building large scale data pipelines and data warehouses. Excelled in cross-functional teams, working fluidly with Product Managers...",https://www.indeed.ca//rc/clk?jk=13658e6321593ce8&fccid=71eb96af97fae7e9&vjs=3
Network Analytics,Kaloom,"Montréal, QC",22 days ago,"Design and implement a robust and maintainable solution for network data collection, aggregation, analysis, and presentation....",https://www.indeed.ca//company/Kaloom/jobs/Network-Analytic-f35ce779564309cc?fccid=9df2350d02ad2cf9&vjs=3
"Sr Manager, Data Engineering",Ubisoft,"Montréal, QC",30+ days ago,"7+ years of experiences as a software engineer, data engineer or data scientist. Reporting to the Director of Data Science, you will build and grow a new data...",https://www.indeed.ca//rc/clk?jk=81ff84ee346c5043&fccid=237908de095b6446&vjs=3
Benefits Analyst,Autodesk,"Montréal, QC",30+ days ago,Contribute company data to compensation surveys. Provide assistance with reviewing wide range of relevant compensation data to ensure company's remuneration...,https://www.indeed.ca//rc/clk?jk=18ca4f0a2a159002&fccid=7136762d065a5ad7&vjs=3
Research Analyst,Open North,"Montréal, QC",10 days ago,"Strong quantitative data analysis skills. These projects pertain to issues of citizen engagement, public policy, spatial data, and data standardization, at the...",https://www.indeed.ca//company/Open-North/jobs/Research-Analyst-4ba54ece27fe42ea?fccid=e575ab45d5dece33&vjs=3
Front-End Developer,Diagram,"Montréal, QC",24 days ago,Working closely with back-end developers and data scientists to build services; Diagram is a leading venture builder that uses a unique founder-centric model to...,https://www.indeed.ca//rc/clk?jk=112ea8b29e54326c&fccid=3455af3ed6b814a3&vjs=3
"Full Stack Software Engineer, Lux",Airbnb,"Montréal, QC",30+ days ago,"Work with Data Scientists and other Engineers to build features and ship experiments. Evidence of exposure to architectural patterns of a large, high-scale web...",https://www.indeed.ca//rc/clk?jk=3857cb1ed0d6a7d9&fccid=95a08f6a451ba57f&vjs=3
Dynamic Pricing Manager,Bus.com,"Montréal, QC",7 days ago,"Manage pricing algorithms development with engineers and data scientists. The successful candidate will have a proven track record in yield management, product...",https://www.indeed.ca//rc/clk?jk=7fdc318dd24ec891&fccid=a80572d1fb930693&vjs=3
Software Engineer II - Bidding Introspecting,Xandr,"Montréal, QC",30+ days ago,"We work extensively with product managers, data scientists and other engineering teams to make this data useful to internal and external clients, with a direct...",https://www.indeed.ca//rc/clk?jk=ff2b940b229a0fb9&fccid=dd66216a38e4eb38&vjs=3
Laboratory Assistant - Microbiology Food,Bureau Veritas Laboratories,"Saint-Laurent, QC",30+ days ago,Scanning worksheet with data into our system. Join our talented community of scientists and experts and apply today at http://bvlabs.com/careers/current...,https://www.indeed.ca//rc/clk?jk=0306e3c939341219&fccid=fdd8787d3dc18c3e&vjs=3
Data Architect (Scala/Java),Ubisoft,"Montréal, QC",30+ days ago,"The Datalake team aims to centralize all Ubisoft raw data in near Real-time or Batch, and make that data available for various uses including Data warehousing,...",https://www.indeed.ca//rc/clk?jk=dedc1d5c653f2652&fccid=237908de095b6446&vjs=3
AI Developer,Intact,"Montréal, QC",30+ days ago,"A developer passionate about artificial intelligence, able to interact with software engineers, data scientists and R&D teams....",https://www.indeed.ca//rc/clk?jk=469c78a872cd484c&fccid=be7195d2ebb48351&vjs=3
Software Engineer II - Bidding Introspecting,AT&T,"Montréal, QC",30+ days ago,"We work extensively with product managers, data scientists and other engineering teams to make this data useful to internal and external clients, with a direct...",https://www.indeed.ca//rc/clk?jk=311150f183036a25&fccid=25b5166547bbf543&vjs=3
"Director, Fraud Prevention",FlightHub,"Montréal, QC",30+ days ago,"Ops Managers, Data Scientists and Software Engineers; Reporting to our Executives the chosen candidate will be responsible for overseeing our fraud department...",https://www.indeed.ca//rc/clk?jk=8d344827ba77ead7&fccid=f3d208bcc3f0b7a2&vjs=3
Laboratory Supervisor - Chemistry,Bureau Veritas Laboratories,"Saint-Laurent, QC",30+ days ago,Join our talented community of scientists and experts and apply today at http://bvlabs.com/careers/current-opportunities....,https://www.indeed.ca//rc/clk?jk=94c4a8953878d3d8&fccid=fdd8787d3dc18c3e&vjs=3
Sample Login Technician,Bureau Veritas Laboratories,"Saint-Laurent, QC",7 days ago,Bureau Veritas is looking for a SAMPLE LOGIN CLERK - Data entry. Join our talented community of scientists and experts and apply today at http://bvlabs.com...,https://www.indeed.ca//rc/clk?jk=ea4b020e89126c5e&fccid=fdd8787d3dc18c3e&vjs=3
Field Service Technician - Laboratory Products,Mettler Toledo,"Montréal, QC",30+ days ago,The discipline to update service records on time and ensure data integrity. Our instruments make it possible for scientists to develop new drugs and bring life...,https://www.indeed.ca//rc/clk?jk=be1c2aafd7c39c8c&fccid=1df77876fbb6d721&vjs=3
Director of Fraud Prevention,Momentum Travel Group,"Montréal, QC",30+ days ago,"Ops Managers, Data Scientists, Chargeback and Software Engineers; Reporting to our Executives the chosen candidate will be responsible for overseeing our fraud...",https://www.indeed.ca//rc/clk?jk=014d3f8c020815c1&fccid=8d985e5f2e5b141b&vjs=3
"Software Developer II, Distributed Systems, Bidding Platform",AppNexus,"Montréal, QC",30+ days ago,Work closely with our data science engineering team on features that harness the ocean of data generated by our platform....,https://www.indeed.ca//rc/clk?jk=4c452d6b64e9938d&fccid=c78d5b25b63aec9b&vjs=3
"Technical Sales Representative, Sales Unit Measurement",Anton Paar Canada Inc.,"Montréal, QC",30+ days ago,"Level scientists and QC technicians. Reliable data delivered by our measurement instruments enables scientists, researchers, and engineers to proceed with...",https://www.indeed.ca//rc/clk?jk=7f919034348a34fd&fccid=db80b0d9f2cf656e&vjs=3
Senior IT Business Analyst,Intact,"Montréal, QC",15 days ago,"Comfortable working in complex and ever-changing environments and multidisciplinary teams (software developers, data scientists, telephony, etc)....",https://www.indeed.ca//rc/clk?jk=40779458b30c6a4b&fccid=be7195d2ebb48351&vjs=3
Full Stack Web Developer,Native Touch,"Montréal, QC",30+ days ago,"Firm foundations in Object oriented programming, data structures, open-source, and cloud. We have a growing technical team of skilled engineers and scientists...",https://www.indeed.ca//rc/clk?jk=5424b4c04799db12&fccid=2a91067b30e76f1a&vjs=3
Machine Learning Research Engineer,MarketMuse,"Montréal, QC",30+ days ago,"Experience with architecting data intensive applications. Knowledge of data warehousing concepts, including data warehouse technical architectures,...",https://www.indeed.ca//rc/clk?jk=9b0a21406538e458&fccid=a8719deb7e524bfb&vjs=3
Speech/Data Scientist,Nuance,"Montréal, QC",30+ days ago,Knowledge of statistical data analysis. Passionate about analyzing data to solve problems and improve systems. Company Overview / Présentation de l’entreprise:....,https://www.indeed.ca//pagead/clk?mo=r&ad=-6NYlbfkN0Bzin9QUkjw5S3uZgWvqXu5YKbu1M0ccIXCVaLi4ulGCsDq852yg6XJXtKDIAdbbKx8WaN0dQbyKlm-CTZKl8e-Q3y2yaIwuVGDUANRrIFlZJHU8OauDffMUij4N0Gd5wxQWGOOaBnDO_zZLvaruOSJg_DeW7j6EAqtt15dU39IfHY0G3iSwgYHhOwc7Zr8Buv1HBjndyhZKIAMY5e8Xp5Pe9fYCwFIu3oVS291Jv_sidK0026hmakyR0VNJ_uC3e9u-w4lGYh2o-0wYGbEYLwGJ06XsPyN39BNOUiRegkakFSBof3oMldc908xCvD0XArptaXPKUALafTXn8LjajVrlE8JJsBkEfd2hlITL-JTU_t47kxr6nax9glCLUv_Mdwq5sR_kFqaCRPWsYvH32R-IsxSEUeTo2Wi8WLM6SlJ8gGtWNC5wsaVkgzpcj33kI1vjn8bDRkuKnGEvlbJgyrkUV9TNtXpbq0vJSlqExX8uGxRxBo1TKW4wrZuvEzQYaD2vjmzFw9GIgChkt-6ILpVzJZucCBqsQDxBiuvKqEPeb_P99uXf0Bh3n5Wn1xhJgtSEOX7eeq1fWW3e3zM9PsQyE54R3Tvhb0zF938egH9cGotEhAhDLuT&p=0&fvj=0&vjs=3
Network Analytics,Kaloom,"Montréal, QC",30+ days ago,"Design and implement a robust and maintainable solution for network data collection, aggregation, analysis, and presentation....",https://www.indeed.ca//pagead/clk?mo=r&ad=-6NYlbfkN0DNIqPVqAL45Rp5c5Bpe4o16nUTbyMyHaPy_Kp2X5ODOxRIK6Brbgcq2HNtzpqnb1bAR_kUsgvHRb94hTp_JcL1Eg_Tcdsut_qb5rFWwzkPcDgVildjFZHOkOzde9Pl9WdpqH-sxFY61CeG8xPNQfi4V787PctYC8TyB9nHF0w_hYQDj-WPquDN8VCfOxu4xYc4g_DgsLWodHigDH1BgznQojZgyexIlDO97FncnkOLSh_eW2k2ZG28zadgenKvMR28sgBwOxuQEzadoM4gt-G71eYApZ6jOlMS8GLfi08K4Zf5kzCN8pdN8nZ2Bj2BoU_dkbaenDMP0fzzyYYesxX50WXfNubG-4y3wc_QkgKygq5u4io03NsSF5bjR8DXeGn0q33QAlhMeFmqCksoQmLPKcNqeaJ_YhHHTTyukDnzPo7p9mkBCqvySfbkQ5KiHt0=&p=1&fvj=1&vjs=3
Data Analyst & Reporting Specialist,StorageVault Canada Inc.,"Montréal, QC",30+ days ago,1-2 years experience as a data scientist or data analyst. Pull & analyze data from various sources to drive insight....,https://www.indeed.ca//pagead/clk?mo=r&ad=-6NYlbfkN0BWeIyX-apIGI9asRX8CvtwpLSfgIWguRLfoR40Ldyv2wW2d9pH1Dmizys6a0pAajMNJHO43jsTlhJvxWk8IeL5wtbWxto8j8l-112dwMxskFZr9NaGatwtaZoZiYo9WkspYr98YpPvyXiTe0N7zn_cnjDD_yTPZjLLxo0dAVsG0Z6F-eI8rGst4wGHTqt91OvDKkFf84aMFjVxbVqdY-Tt7pXJazuf7QnWPwUryInsTMn8xWR2XWnz-xDA668NWXlqloRsH8FDRSrLDRLF8FTOD5Q7POEx8TK0ClHvNoe3AfAgjHyczJDthIWCQFO4myED3QkiRhReNQ75RFryNLPCmpaDNx-_JcrwZ7qsJyRiU514Tcne3HtrDe5YivoYHfaBcdWJjZ_OZQ6Rl5OtiscMSUTs-jhv-KyT_dT51XLEsxVPIu9IbFEwYU9E0_bH8jE=&p=2&fvj=1&vjs=3
Environmental Scientist,ERA Environmental Management Solutions,"Montréal, QC",10 days ago,"Data entry:. Environmental Scientist – Entry Level Position. Our software is created by inventive, passionate environmental scientists....",https://www.indeed.ca//pagead/clk?mo=r&ad=-6NYlbfkN0ApSHlqJjtjFIJNlzYf5NpZsaYJ7eB6tgmEd_HePLBCNiO-UUpd450ebfMrv4MscHp840wUzLJlF2BzazHVpPhpXVzee7ALbs5jFWBTG26eYlVTfWg2W1e_4HZGZfnZkMz605XzGUnz1vLkTce3QtI3bOrCMh62cdpyULuVk04RlEg3naTOjm6FLy2MBi18uT2osoaC3kwJdwqF6NYR2M9XH5UBMABrFi4oh6lzrqlOeVXB-HN1B__k3SlF4zYvAUJ0frqzVtl6wVLCrV9_Z7k4nLfymtb3VTiqUQouDgm_1EdztGqSrv8r7CV__VHkR0zCpOmfO7A19o5Zi538-5rHwWZvDe6oSZSpxeDKCH1wbnkuloy99ZlCr10P_nXBI9x-Gw9vtmILjT2gcEgjfbBUzeKSFGmMwr2cCtGPDGX6tHwHRgN_kBvaV8ZVNfeRz7w=&p=3&fvj=1&vjs=3
Data Scientist,SPORTLOGiQ,"Montréal, QC",17 days ago,"As a Data Scientist, you will be a part of our highly talented research team, building our next generation advanced sport analytics platform....",https://www.indeed.ca//pagead/clk?mo=r&ad=-6NYlbfkN0AAp_mjGmWhN-vjwKGW2WFcpAvV1GQnDy6Bm2NLvvhH2zqrTegwsusm3Vl1XZFrtclIfDbcgHXzCBc1TBGfxSxSdD-K9Ncl_kDEgXFj3Z1W8EmDDxMYwhygD347mtdusfkKNbNJ9stt1te9_Y9a_cEOq2hV7EbNbM7S2nTWXuiOrT2k3RzJf2G-IT1X2tK_lFD2LtQM3q49fkdNyGDpbXP2LfXQrkr_zyhy5sRCqTB68xiwkt3mxwtUkgutVaDuzCvuXf1MGw2-7dYRNYPXwF_7I2dsJRVP2ZfoFl0VXrESpzxiNGsZQ7PRnb8NEyZK8PRcDj5qFjbnWe40zkd70EVrvlAv1OC0nzUBM0zmFgOM8ofFWOxLW0sF3HmBZL8nNrgTVSGYUhZZLSGbzSvEHcN0Ipi0S7BeGJtkq6Q96W_Gzw==&p=4&fvj=1&vjs=3
Machine Learning Scientist (Manager at Venture-Funded Startup),TandemLaunch,"Montréal, QC",30+ days ago,We are looking for a Data Scientist interested in an early-career management role with either of these backgrounds:....,https://www.indeed.ca//pagead/clk?mo=r&ad=-6NYlbfkN0DDQ-wXDbja-50zJ4JYNsdB49_0PzS5kX4A_9dj3-qMVUvm2WfMTYngRGi_YmBmFyTeGdcIdG068gY1fxXZs_IzXH9FjObbqs1MVxv1iGlV1idLPn5n7zfd4n00w0F2CeExfxofdektbXoI10_eYH9saFSdXy6Je9yw0hZg0PHj5NsFFBGh7SZuwQHJgXmhlm-l_-DpipAFS_O4RGK5WAVOfaJaiH6CzaKkBYqFSvc9_BlYXIjIQe8PAmt97Fy1Ah2LnPvQnXU79Wdhw97_mR2VshA-H1tgoqqrjX35lrGzjeBrBkrCSy3wiNtbpBA39uT2JLuZYAuKUFYrBk7MkMlwWHFiw7iAoAhkfYJCNBVmP9udW-yQgV-MRQo8EwKrlMtgF3kh3AxVzceflXAmtrfL9XUrMhKTdXN996e2RTu4yx27S1qkNNjF4P4AhmrujcyOZPRJttZvLRWYmNyiiDsJBw2ZcEuj4dzkB0Zj-nDRcg==&p=5&fvj=1&vjs=3
Senior Analyst - Marketing Performance Measurement,National Bank of Canada,"Montréal, QC",30+ days ago,You have managed or directed work for Data Scientists regularly in the past two years. You have a proven track record coaching & developing data scientist to...,https://www.indeed.ca//rc/clk?jk=334af60ccb283d7a&fccid=bb42ba28e525eb20&vjs=3
AI Application Architect,Intact,"Montréal, QC",30+ days ago,"Passionate about creating software that uses artificial intelligence, able to interact with teams of software developers, data scientists and researchers....",https://www.indeed.ca//rc/clk?jk=6a4fa60c8b68c063&fccid=be7195d2ebb48351&vjs=3
"Software Developer, Film and TV, Flame",Autodesk,"Montréal, QC",30+ days ago,"Knowledge of data structures, algorithms, and STL. 2D or 3D computer graphics, image processing, user interface, optimization and performance tuning, and data...",https://www.indeed.ca//rc/clk?jk=602676a4e536861d&fccid=7136762d065a5ad7&vjs=3
Delivery Team Lead,IVADO Labs,"Montréal, QC",30+ days ago,"You will work closely with some of the best, globally recognized AI/data scientists to translate complex business challenges into AI/data science algorithms and...",https://www.indeed.ca//rc/clk?jk=4f903b2699465ada&fccid=2fc94816d368458b&vjs=3
Senior Software Engineer - Mobile,Hopper,"Montréal, QC",10 days ago,"Excelled in cross-functional teams, working fluidly with Product Managers, Data Scientists, Mobile Engineers, and other highly skilled specialists....",https://www.indeed.ca//rc/clk?jk=345d90285c87db96&fccid=71eb96af97fae7e9&vjs=3
"Backend Software Engineer, Lux",Airbnb,"Montréal, QC",30+ days ago,"Work with Data Scientists and other Engineers to build features and ship experiments. Evidence of exposure to architectural patterns of a large, high-scale web...",https://www.indeed.ca//rc/clk?jk=4c9011435022a907&fccid=95a08f6a451ba57f&vjs=3
Directeur du MI / Artificial Intelligence (AI) Head - Montréal,Ericsson,"Pointe-Claire, QC",30+ days ago,"Work with Data Scientists and Architects to leverage existing data models and build new ones, as needed. Expérience en technologies Big Data notamment Hadoop,...",https://www.indeed.ca//rc/clk?jk=1a2020a00d6911e7&fccid=82656d64a9a3e6a7&vjs=3
Software Engineer,Native Touch,"Pointe-Claire, QC",30+ days ago,Perform data analysis to enhance business intelligence. We have a growing technical team of skilled engineers and scientists developing solutions in the mobile...,https://www.indeed.ca//rc/clk?jk=7f07af2ebb423771&fccid=2a91067b30e76f1a&vjs=3
Scientifique de données (laboratoire de recherche utilisateur),Ubisoft,"Montréal, QC",30+ days ago,Le/la scientifique de données (data scientist) doit développer et exécuter des solutions statistiques et mathématiques aux défis d’entreprise et/ou...,https://www.indeed.ca//rc/clk?jk=a01598307b279fd9&fccid=237908de095b6446&vjs=3
"Technical Architect, Omnia AI",Deloitte,"Montréal, QC",23 days ago,"Address aspects such as data privacy & security, data ingestion & processing, data storage & compute, analytical & operational consumption, data modeling, data...",https://www.indeed.ca//rc/clk?jk=68ee06245c34e797&fccid=9e215d88a6b33622&vjs=3
Lab Field Service Technician,MT - Huntley Road,"Montréal, QC",30+ days ago,The discipline to update service records on time and ensure data integrity. Our instruments make it possible for scientists to develop new drugs and bring life...,https://www.indeed.ca//rc/clk?jk=64fe04a00ccc2af2&fccid=3e78a88a2cad155d&vjs=3
Head of Artificial Intelligence,Groom & Associes,"Lasalle, QC",30+ days ago,"Work with Data Scientists and Architects to leverage existing data models and build new ones, as needed. 2+ years of Machine Learning experience in data science...",https://www.indeed.ca//rc/clk?jk=cc741be6d9b64ac1&fccid=8d08a26504cbffaa&vjs=3
Research Engineer -Transportation (Trucking),FPInnovations,"Montréal, QC",30+ days ago,"Conduct vehicle data analysis; Good project management and data analysis skills; This incumbent will be part of a transportation professional team (engineers,...",https://www.indeed.ca//company/FPInnovations/jobs/Research-Engineer-ca3af73762bfbe75?fccid=b32a24eba437ab22&vjs=3
"Research Engineer- Process Control(Pointe-Claire, Qc)",FPInnovations,"Montréal, QC",30+ days ago,"Working with a senior engineer/scientist, the incumbent will work on developing process control/optimization strategy, data collection/analysis, and some...",https://www.indeed.ca//company/FPInnovations/jobs/Research-Engineer-f5ed56c224b75dd6?fccid=b32a24eba437ab22&vjs=3
Data Scientist - Machine Learning Specialist,Groom & Associes,"Montréal, QC",30+ days ago,"Data Scientist – Machine Learning Specialist. As a Machine Learning Specialist - Data Scientist, you will need to have strong programming skills and strong...",https://www.indeed.ca//pagead/clk?mo=r&ad=-6NYlbfkN0BJik0eOC2RiRcwALxZHhvolY0CiBGpIrD3jqHmT6hgcj9GGUq3nwzxcDRn3ID9hoVs-T9pJvKgdcjqfxy4PuTkMKy94IHDQAEhzTdy-zvnV1tIAHbSJ2HeJ0K08eYlpa92dke4bsEJ-nWdZ3ej2fVrgc0rZPzhINIfHk7ldeowGnBgUg5NI1SJUa5vcwOcLFtWfiIfbASSPble5YLuMqb3LJlhKOZCIwkNBuyM7roEb1H-mAWRWAyQnkYmtotB6JGU4lw9_cM2IGAUYksEoUV7cETx-m7Ym_Hq0Ug79V2iIzQ-DSeNX3HDAo8lB-zitRdILr_MJbpIvTu0rkqKOZLtddvnwVMpo6UOdIMkxEnnHNCqC_a7dYFhASAZfrvEDRhwfvStl6WHdJ5PR6oVKenQkL9r_ICDTJ6TimmuUkj3Vwd4Df15TCBU3PybFZDX4oG0ooIltB6wBEsHm5pDmEzjMQF8bxKfW2-W2s9Hbm7b8ULWZO2PuYii9JKF8fHOyyzg3mgYLeLC7fbKNUkSwyjc_1rCGLwie5TkMgYAwRMMoG0AHvgqt289JKxpUKYyVEg=&p=0&fvj=0&vjs=3
Data Scientist - Consumer Insights & Analytics,"PeopleFind,Inc.","Montréal, QC",30+ days ago,Data analysis. Ensure data capture is working effectively - verifies and processes that key data and customer information is flowing into the CRM system....,https://www.indeed.ca//pagead/clk?mo=r&ad=-6NYlbfkN0AtvgQMsASRWFa1XA7d83yklRSAbvfPmxdf3MyLS2Icix8ON7bhLMa0uzdUMjlMEsHHHyMR1XI7qphvPWgMEkHtOO08Di1UeLD9cFsnEumUHlwGcMiLCrm2C351Dukbmw4Rcg2nI3IIqgZBQ3eEUwyiGlIO-caVD1a8TW7U01zLd37S49PUpfCvOfhvhkKQh5J1E1KtElGr-raO9SQjMH8FsS74USBbylltzWzYWrLMTxSrVZBO9xo1IPohK3s_oRS-uynSehvhxY5KNJyinwH0hZsx1hEpQg9H8qI843lLDfXSIz7NuY4ubwyxgyYgk5_0lkZszVi7n8jyJ-lgOMLdKzcMKDU5i5AlLIAuGhjzFCHkfM1LvRR-eyoCT0JBoYHXtY6SFw5kSMBRWrzDqx4eBqHicoi1Qh_MFQDDTdOzO86nScq5AcSCbtkMlWL3H6QY2pGV1QA4gkRl3KXyLGONYUZMv_3sJia80cPtzOxfqI7tEpJSHb4MElHGkgLu0EIdr78-ojHugSHYrRd8NgxMHNqRw-eld7y0t3kEOOWp-OZVFU7iHI18_21tyGH8bx_LDvnUtH65bZ7ENLGSmlQi&p=1&fvj=0&vjs=3
